Event	Date/Time	Latitude	Longitude	Depth water [m]	Sample label	Press [dbar] (CTD, SEA-BIRD SBE 911plus)	Temp [°C] (CTD, SEA-BIRD SBE 911plus)	Sal (CTD, SEA-BIRD SBE 911plus)	OXYGEN [µmol/kg] (CTD, SEA-BIRD SBE 911plus)	Sal	OXYGEN [µmol/kg]	NITRAT [µmol/kg]	NITRIT [µmol/kg]	N2O [nmol/kg]	PON [µmol/kg] (Measured)	DON [µmol/kg]	POC [µmol/kg] (Measured)	[NH4]+ [µmol/kg]	PHSPHT [µmol/kg]	POP [µmol/kg]	DOP [µmol/kg]	SILCAT [µmol/kg]	bSiO2 [µmol/kg]	CHLORA [µg/kg]
M77/3-CTD27	2009-01-05T21:56	-12.033000	-81.999800	296.3	201909	299.2	11.650	34.837	2.2			22.41	6.42					0.00	2.88			26.76		
M77/3-CTD27	2009-01-05T21:56	-12.033000	-81.999800	395.1	201908	399.0	10.120	34.735	2.6	34.724		37.75	0.22					0.22	2.95			28.50		
M77/3-CTD27	2009-01-05T21:56	-12.033000	-81.999800	494.0	201907	499.0	8.435	34.616	7.8		7.5	44.73	0.00					0.14	3.28			32.32		
M77/3-CTD27	2009-01-05T21:56	-12.033000	-81.999800	790.5	201906	799.0	5.386	34.530	29.6	34.535		51.57	0.01					0.58	3.55			59.43		
M77/3-CTD27	2009-01-05T21:56	-12.033000	-81.999800	888.9	201905	898.7	4.828	34.534	41.9		42.3	50.50	0.00					0.52	3.35			66.04		
M77/3-CTD27	2009-01-05T21:56	-12.033000	-81.999800	988.1	201904	999.2	4.352	34.541	53.2	34.545		48.69	0.00					0.25	3.32			66.04		
M77/3-CTD27	2009-01-05T21:56	-12.033000	-81.999800	1185.4	201903	1199.2	3.875	34.563	62.3		61.8	48.22	0.00					0.29	3.35			70.55		
M77/3-CTD27	2009-01-05T21:56	-12.033000	-81.999800	1481.0	201902	1499.3	3.062	34.600	78.0	34.605		46.39	0.01					0.38	3.24			76.81		
M77/3-CTD27	2009-01-05T21:56	-12.033000	-81.999800	1779.4	201901	1802.6	2.498	34.634	92.2		92.0	44.59	0.01					0.00	2.99			125.81		
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	199.6	201944	201.5	12.194	34.876	2.1															
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	199.9	201945	201.8	12.216	34.877	2.1															
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	200.1	201946	202.0	12.215	34.877	2.1			25.40	2.62		0.45	6.80	5.04	0.07	2.80	0.03000	0.17	25.71	0.34000	0.04
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	246.4	201943	248.7	11.503	34.833	2.2	34.827		27.39	4.33					0.00	2.79			27.45		
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	325.0	201942	328.2	10.256	34.744	2.6		1.5	37.87	0.02					0.19	2.89			27.11		
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	496.3	201939	501.3	7.727	34.580	13.6															
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	496.8	201941	501.8	7.702	34.578	14.1	34.584	12.0	46.17	0.05			2.86		0.23	3.12	0.02000	0.51	38.58		
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	497.2	201940	502.2	7.712	34.576	13.9															
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	989.6	201937	1000.7	4.375	34.546	53.0															
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	989.7	201936	1000.8	4.366	34.545	53.2															
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	989.8	201938	1000.9	4.375	34.545	52.9		51.9	48.60	0.00		0.50	3.17	5.33	0.06	3.27	0.02000	0.60	80.64		
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	1777.9	201934	1801.1	2.503	34.633	93.6															
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	1778.0	201933	1801.2	2.506	34.632	93.7															
M77/3-CTD28	2009-01-06T09:42	-12.032800	-80.946800	1778.1	201935	1801.3	2.503	34.632	93.8	34.638	93.0	43.82	0.02		0.40	3.06	4.35	0.08	2.85	0.02000	0.52	125.46		
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	2.4	201964	2.4	23.774	35.185	214.1		215.8	1.83	0.01		1.43	5.12	14.75	0.31	0.62	0.07000	0.21	0.69		0.14
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	2.6	201965	2.6	23.770	35.186	213.7															
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	2.7	201966	2.7	23.769	35.186	214.0															
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	9.8	201963	9.9	23.535	35.216	217.4	35.226	221.2	7.61	0.49					0.50	0.99			2.08		
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	20.5	201962	20.7	21.856	35.284	228.9		220.2	10.66	0.82		1.71	4.42	11.55	0.76	1.14	0.07000	0.22	3.13	0.22000	0.22
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	29.6	201961	29.9	19.575	35.221	226.5	35.188	206.5	12.12	1.01					0.75	1.20			2.78		
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	40.4	201960	40.8	18.616	35.209	196.8		207.6	10.72	0.96		1.46	3.08	14.01	0.87	1.45	0.06000	0.11	3.47	0.08000	0.17
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	49.6	201959	50.1	17.960	35.233	218.5	35.136		12.77	0.76					0.15	1.42			4.52		
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	60.1	201958	60.6	17.480	35.169	208.3			14.16	0.17					5.17	1.55			4.86		
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	69.0	201957	69.6	16.929	35.113	194.9	35.058		15.96	0.10		1.07	2.39	9.05	0.12	1.63	0.03000	0.10	5.21		0.10
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	79.4	201956	80.1	15.678	34.990	105.3			20.95	0.05					0.21	2.13			8.69		
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	90.0	201955	90.8	15.188	34.953	63.6	34.950		25.34	0.04					0.22	2.73			14.94		
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	90.2	201953	91.0	15.176	34.964	62.9															
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	90.6	201954	91.4	15.082	34.949	54.5															
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	99.3	201952	100.2	14.220	34.940	6.7		4.3	25.89	0.14		0.96	2.24	10.31	0.13	2.88	0.05000	0.17	18.76	0.03000	0.12
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	107.8	201951	108.8	13.915	34.936	2.0	34.951		23.96	0.85					0.20	2.79			20.15		
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	119.9	201950	121.0	13.525	34.914	2.1			22.64	1.06					0.01	2.84			20.85		
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	128.7	201949	129.9	13.344	34.903	2.1	34.908		20.87	1.72					0.01	2.87			22.24		
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	148.4	201948	149.8	13.062	34.910	2.1			21.01	2.58		0.91	2.63	11.41	0.00	2.79	0.03000	0.16	23.98	0.42000	0.02
M77/3-CTD29	2009-01-06T11:05	-12.033300	-80.946700	179.4	201947	181.1	12.512	34.884	2.3	34.888		22.59	2.18					0.04	2.82			24.67		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	1.6	201988	1.6	23.954	35.114	215.4	35.114	216.8	0.20	0.22	#12.39				0.40	0.50			0.00		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	1.8	201990	1.8	23.961	35.115	215.9															
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	1.8	201989	1.8	23.953	35.114	215.8															
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	10.5	201987	10.6	23.120	35.108	222.8		222.6	0.44	0.35					0.74	0.54			0.69		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	20.4	201986	20.6	20.197	35.179	225.8	35.182	229.1	7.76	0.96					2.34	0.95			1.74		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	29.7	201985	30.0	17.833	35.039	200.4		197.6	9.39	1.63					2.45	1.54			2.08		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	40.0	201984	40.4	16.751	35.082	119.6	35.076	119.4	21.85	0.74					0.35	1.97			6.95		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	49.2	201983	49.6	15.521	34.988	62.1			25.39	0.30					0.26	2.43			9.38		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	59.9	201982	60.4	14.922	35.007	15.1	34.979		29.04	0.30					0.24	2.78			15.29		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	80.9	201981	81.6	13.968	34.937	2.0													19.11		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	90.2	201980	91.0	13.681	34.929	1.8	34.935		21.14	2.36					0.20	2.86			21.20		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	100.2	201979	101.1	13.524	34.930	1.9			19.87	3.22	#20.49				0.11	3.01			22.24		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	148.1	201978	149.5	12.580	34.885	2.0	34.887	2.0	22.64	3.02	#18.35				0.40	2.83			24.67		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	198.6	201977	200.5	11.891	34.859	2.1			27.24	3.55	#32.79				0.19	2.86			25.71		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	297.1	201976	300.0	10.345	34.750	2.4	34.752		24.96	1.01	#21.37				1.73	?2.27			21.89		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	397.2	201975	401.1	8.684	34.648	5.6			42.54	0.27	#37.68				0.20	3.23			34.06		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	445.9	201974	450.4	8.249	34.632	5.1			44.46	0.38	#37.09				0.17	3.33			37.53		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	447.4	201973	451.9	8.165	34.619	5.8		6.4													
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	494.5	201972	499.5	7.646	34.592	13.6	34.595														
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	692.1	201971	699.4	5.877	34.547	17.8		20.1	50.77	0.25	#32.80				0.23	3.54			57.70		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	890.3	201970	900.1	4.697	34.548	44.8	34.549		48.94	0.24	#28.11				0.31	3.49			75.07		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	987.7	201969	998.8	4.357	34.554	52.5		52.4	44.57	0.30	#29.48				?2.42	3.25			83.07		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	1383.0	201968	1399.8	3.261	34.596	73.4	34.597		45.85	0.18	#9.96				0.33	3.26			110.52		
M77/3-CTD30	2009-01-07T02:40	-12.033300	-80.000000	1778.7	201967	1801.9	2.564	34.633	89.3		88.9	44.46	0.00	#7.42				0.16	2.91			131.37		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	2.3	202014	2.3	22.700	35.011	238.1															
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	2.3	202012	2.3	22.730	35.012	238.6	35.015	239.5	0.55	0.18					0.46	0.60			0.69		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	2.4	202013	2.4	22.716	35.009	239.7															
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	10.5	202011	10.6	18.212	35.056	236.4		238.1	5.84	0.81					0.29	1.02			2.08		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	19.2	202010	19.4	17.537	35.129	215.4	35.084	207.6	9.26	1.21					0.30	1.21			2.78		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	29.8	202009	30.1	16.869	35.048	202.4		102.2	17.34	0.84					0.44	1.80			7.30		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	39.3	202008	39.7	16.240	35.015	157.7	34.970	80.6	25.20	0.55					0.29	2.48			10.77		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	49.4	202007	49.8	15.400	34.964	62.4			26.58	1.34					0.18	2.79			15.29		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	59.4	202006	59.9	14.739	34.942	20.6	34.941		25.45	1.96					0.33	2.86			17.72		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	69.6	202005	70.2	14.111	34.942	1.9			24.28	1.67					0.12	2.80			18.76		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	79.3	202004	80.0	13.676	34.937	1.9	34.936		9.75	1.14					0.00	1.12			21.54		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	89.3	202003	90.1	13.320	34.924	1.9			20.89	4.79					0.14	2.80			22.24		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	99.9	202002	100.8	13.245	34.947	2.0	34.948		22.52	5.07					0.14	2.74			22.93		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	146.4	202001	147.8	12.683	34.917	2.0		1.8	24.97	3.48					0.25	2.77			24.67		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	196.5	202000	198.3	12.326	34.893	2.1	34.891		26.39	3.46					0.22	2.86			25.02		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	295.9	201999	298.8	11.083	34.808	2.3			28.39	4.59					0.20	2.94			26.76		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	395.2	201998	399.1	9.318	34.695	2.6	34.689		41.03	0.21					0.66	3.16			32.32		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	493.6	201997	498.6	7.945	34.610	6.4		4.8	46.31	0.19					0.33	3.32			37.54		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	790.7	201996	799.2	5.367	34.540	27.6	34.542		44.37	0.21					0.32	3.18			38.23		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	888.3	201995	898.1	4.928	34.540	38.9		38.3	50.28	0.16					0.37	3.56			66.73		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	987.4	201994	998.5	4.483	34.547	51.2	34.548		49.12	0.17					0.50	3.28			71.25		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	1184.8	201993	1198.6	3.812	34.570	64.4		63.8	47.57	0.17					0.44	3.27			77.51		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	1482.0	201992	1500.3	2.963	34.603	81.6	34.606		45.61	0.24					0.21	3.02			93.49		
M77/3-CTD31	2009-01-07T10:41	-12.116700	-78.900000	1785.4	201991	1808.7	2.503	34.635	91.4		91.1	43.41	0.22					0.63	2.96			100.09		
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	1.8	32024	1.8	22.718	35.014	237.5															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	1.9	32023	1.9	22.706	35.016	237.8															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	100.9	32022	101.8	13.167	34.946	2.0															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	100.9	32021	101.8	13.116	34.942	2.0															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	199.2	32020	201.1	12.184	34.882	2.1															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	199.4	32019	201.3	12.167	34.883	2.1															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	297.5	32018	300.4	10.980	34.800	2.3															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	297.8	32017	300.7	10.992	34.805	2.3															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	396.7	32016	400.6	9.596	34.710	2.5															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	396.8	32015	400.7	9.582	34.713	2.6															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	496.2	32014	501.2	8.016	34.612	6.1															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	496.3	32013	501.3	7.992	34.606	6.3															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	594.9	32012	601.0	6.789	34.548	17.7															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	594.9	32011	601.0	6.772	34.551	18.6															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	692.2	32010	699.5	5.950	34.532	22.0															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	693.5	32009	700.8	5.949	34.533	22.2															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	792.8	32008	801.3	5.327	34.540	28.8															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	793.0	32007	801.5	5.311	34.539	29.1															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	890.2	32005	900.0	4.815	34.541	42.5															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	890.6	32006	900.4	4.842	34.541	41.6															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	990.3	32004	1001.4	4.383	34.548	53.8															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	990.5	32003	1001.6	4.392	34.549	53.7															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	1088.0	32002	1100.5	4.088	34.561	59.7															
M77/3-CTD32	2009-01-07T12:29	-12.116700	-78.900000	1088.2	32001	1100.7	4.094	34.560	59.7															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	154.2	33024	155.6	12.696	34.915	1.9															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	154.4	202024	155.8	12.697	34.915	2.0															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	154.7	33021	156.1	12.696	34.915	2.0															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	154.7	33023	156.1	12.696	34.915	1.9															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	154.9	33022	156.3	12.696	34.915	1.9															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	204.8	202023	206.7	12.231	34.885	2.1															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	1199.6	33017	1213.7	3.673	34.572	64.6															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	1200.1	33018	1214.2	3.672	34.573	64.5															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	1299.0	33016	1314.5	3.361	34.585	69.8															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	1299.4	33015	1314.9	3.359	34.585	69.7															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	1498.0	33013	1516.6	2.882	34.608	79.2															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	1498.4	33014	1517.0	2.882	34.608	79.2															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	1796.0	33012	1819.5	2.463	34.637	88.0															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	1796.5	33011	1820.0	2.463	34.637	88.3															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	1995.8	33010	2022.9	2.268	34.649	93.7															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	1996.1	33009	2023.2	2.268	34.649	93.7															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	2493.5	202021	2530.2	1.861	34.674	116.0															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	2494.2	202022	2530.9	1.861	34.674	116.1															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	3488.3	202020	3547.7	1.802	34.687	118.8															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	3489.2	202019	3548.6	1.802	34.687	118.8															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	4484.2	202017	4570.9	1.796	34.697	133.6															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	4484.2	202018	4571.0	1.796	34.697	133.6															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	5478.1	202015	5596.9	1.886	34.701	139.2															
M77/3-CTD33	2009-01-07T15:43	-12.116700	-78.900000	5479.0	202016	5597.8	1.886	34.701	138.9															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	2.2	202063	2.2	21.189	34.996	256.6															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	2.3	202065	2.3	21.170	34.996	256.5															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	2.4	202064	2.4	21.186	34.997	257.3															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	2.6	202066	2.6	21.172	34.996	257.8															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	50.5	202062	51.0	14.613	34.989	5.3															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	50.5	202061	51.0	14.607	34.994	4.8															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	99.5	202059	100.4	13.218	34.949	1.9															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	99.8	202060	100.7	13.215	34.949	1.9															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	199.5	202055	201.4	12.388	34.889	2.1															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	199.9	202058	201.8	12.391	34.894	2.0															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	199.9	202056	201.8	12.408	34.892	2.1															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	200.1	202057	202.0	12.414	34.893	2.0															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	692.6	202054	699.9	5.857	34.530	22.1															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	692.8	202053	700.1	5.861	34.532	22.1															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	693.0	202052	700.3	5.868	34.531	22.1															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	1483.2	202051	1501.5	3.035	34.606	76.6															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	1483.3	202049	1501.6	3.028	34.606	76.7															
M77/3-CTD34	2009-01-08T02:57	-12.033300	-78.000000	1483.3	202050	1501.6	3.031	34.606	76.7															
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	2.0	202048	2.0	21.177	34.989	255.1	35.002	254.3	0.63	0.19		6.51	6.95	65.23	0.63	1.10	0.54000	0.62	1.74	0.93000	1.50
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	9.5	202047	9.6	19.779	35.047	199.2		64.8	14.97	1.82					0.81	2.19			6.60		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	20.2	202046	20.4	17.018	35.114	66.3	35.025	22.0	24.84	1.56		2.70	2.82	19.83	0.67	2.42	0.11000	0.38	10.42	0.41000	0.27
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	29.8	202045	30.1	15.569	35.024	10.0		7.7	31.04	0.51					0.32	2.63			13.55		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	39.5	202044	39.9	14.626	34.998	5.2	34.992	4.7	30.33	0.20					0.17	2.62			15.64		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	49.8	202043	50.3	14.212	34.984	2.8			30.00	0.29		2.13	1.96	19.11	0.54	2.65	0.03000	0.20	17.72	0.41000	0.04
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	60.4	202042	60.9	13.976	34.976	3.0	34.976		29.85	0.11					0.23	2.70			18.42		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	69.3	202041	69.9	13.671	34.966	2.2			29.58	0.12		1.51	2.86	14.72	0.24	2.75	0.02000	0.14	19.46	0.28000	0.02
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	78.9	202040	79.6	13.546	34.965	1.9	34.965		29.95	0.09					0.68	2.74			20.50		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	89.3	202039	90.1	13.417	34.962	1.9			29.31	0.56					0.32	2.74			21.89		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	98.9	202038	99.8	13.186	34.947	1.9	34.948		20.90	4.91		1.54	2.08	13.17	0.23	2.88	0.05000	0.18	27.10	0.54000	0.02
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	119.0	202037	120.1	13.039	34.937	1.9			19.95	5.21		1.90	2.88	14.79	0.04	2.91	0.06000	0.17	27.10	0.25000	0.00
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	148.5	202036	149.9	12.830	34.922	2.0	34.924	1.9	14.58	6.08		2.15	2.72	18.31	0.45	3.01	0.08000	0.16	29.53	0.15000	0.03
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	198.4	202035	200.3	12.255	34.887	2.1			28.24	2.84		1.49	0.96	16.13	0.27	2.78	0.03000	0.13	24.67	0.14000	0.03
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	295.2	202034	298.0	11.156	34.812	2.3	34.813		30.10	3.20		0.92	2.61	8.98	0.38	2.90	0.04000	0.15	27.45		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	394.6	202033	398.5	9.517	34.697	2.6			39.27	0.08					0.28	3.18			31.28		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	494.1	202032	499.1	7.980	34.612	6.4	34.606		46.30	0.08		0.55	1.00	6.22	0.29	3.41	0.02000	0.14	38.58		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	592.8	202031	598.9	6.891	34.584	6.6		6.4	50.32	0.09					0.35	3.56			49.35		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	691.8	202030	699.1	5.790	34.540	20.2	34.542		51.30	0.10		0.79	1.63	7.70	0.26	3.50	0.01000	0.06	56.65		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	790.0	202029	798.5	5.291	34.542	28.6		27.7	51.00	0.07					0.06	3.63			63.26		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	887.8	202028	897.6	4.796	34.542	41.0	34.540		49.89	0.21					0.00	3.60			67.43		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	987.1	202027	998.2	4.364	34.549	50.9		50.5	49.02	0.12		0.67	2.19	7.54	0.32	3.36	0.02000	0.10	77.85		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	1184.4	202026	1198.2	3.763	34.570	63.3	34.570		44.33	0.11					0.21	3.27			82.37		
M77/3-CTD35	2009-01-08T05:08	-12.033300	-78.000200	1481.1	202025	1499.4	3.013	34.607	76.5		77.4	44.87	0.13					0.21	3.23			100.79		
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	2.1	36024	2.1	20.140	34.898	224.8															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	2.2	36023	2.2	20.297	35.140	193.3															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	61.1	36021	61.7	13.732	34.964	4.4															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	61.4	36022	62.0	13.732	34.964	4.2															
M77/3-CTD36	2009-01-08T07:34	-12.033800	-77.815500	121.7	36020	122.8	13.068	34.928	2.1															
